Name,RA,Dec,Con,OT,Diam,Mag,Other
Kronberger 72,303.0792,37.8908,CYG,OC,2.000,nan,
SAI 137,312.4708,41.255,CYG,OC,6.000,nan,
ESO 261 03,137.8458,-47.04,VEL,OC,10.000,nan,
FSR 0846,87.1833,26.3681,TAU,OC,1.200,nan,
Dolidze 9,306.425,41.9333,CYG,OC,5.000,nan,4-2-p-n
NGC 6950,310.2667,16.6183,DEL,OC,15.000,nan,
NGC 2348,105.7625,-67.4117,VOL,OC,10.000,nan,
Loden 2159,233.4125,-58.15,NOR,OC,29.000,nan,
NGC 7193,330.7625,10.8017,PEG,OC,13.000,nan,
ESO 397 01,286.0375,-33.385,SGR,OC,6.000,nan,4-3-p-*
NGC 2126,90.6208,49.9178,AUR,OC,6.400,10.20,3-2-m-*
FSR 0823,85.6583,29.5656,AUR,OC,8.100,nan,
ESO 425 06,91.2083,-29.1831,COL,OC,5.000,nan,
ASCC 55,148.575,-57.08,VEL,OC,27.600,nan,
NGC 2013,86.0042,55.7933,AUR,OC,6.000,nan,
ASCC 72,188.25,-60.95,CRU,OC,30.000,nan,
NGC 6596,274.3875,-16.65,SGR,OC,10.000,nan,1-2-m-*
ESO 132 14,204.125,-62.2136,CEN,OC,3.000,nan,
Ruprecht 3,100.5292,-29.4542,CMA,OC,4.000,nan,3-1-p-*
Alessi 34,120.45,-50.5583,PUP,OC,48.000,nan,
ASCC 14,80.1292,35.22,AUR,OC,26.400,nan,
NGC 3909,177.4542,-48.2517,CEN,OC,16.000,nan,3-3-p-*
Collinder 121,104.0833,-24.7294,CMA,OC,60.000,nan,
NGC 2319,105.1333,3.0417,MON,OC,18.000,nan,
NGC 6724,284.1875,10.4464,AQL,OC,6.000,nan,
NGC 6743,285.3333,29.2767,LYR,OC,7.000,nan,
NGC 2017,84.8208,-17.8467,LEP,OC,12.000,nan,2-1-p-*
NGC 2408,115.0375,71.655,CAM,OC,28.000,nan,
Trumpler 24,254.25,-40.6667,SCO,OC,60.000,nan,
Dol Dzim 7,257.65,15.5333,HER,OC,3.000,nan,
Messier 29,305.9875,38.5083,CYG,OC,10.000,6.60,
FSR 0224,306.3375,40.2269,CYG,OC,2.000,nan,
NGC 6698,282.0167,-25.8783,SGR,OC,11.000,nan,
SAI 82,118.0583,-33.0408,PUP,OC,3.000,nan,
Czernik 15,50.8,52.25,PER,OC,2.400,nan,4-2-p-*
Feinstein 1,166.4833,-59.8167,CAR,OC,25.000,nan,
FSR 0354,332.8,57.6994,CEP,OC,5.100,nan,
NGC 5998,237.3917,-28.5883,SCO,OC,11.000,nan,
NGC 5800,225.4458,-51.9183,LUP,OC,11.000,8.00,4-3-vp-*
NGC 2220,95.1458,-44.6783,PUP,OC,13.000,nan,
FSR 0052,278.0125,-15.6883,SCT,OC,2.600,nan,
FSR 0087,281.5,-3.6208,AQL,OC,4.600,nan,
NGC 6481,268.2,4.1667,OPH,OC,3.000,nan,
FSR 1031,97.55,3.3933,MON,OC,2.800,nan,
Dutra Bica 58,266.25,-28.86,SGR,OC,0.900,nan,
NGC 6775,289.2,-0.9233,AQL,OC,2.400,nan,
NGC 7429,344.0,59.9733,CEP,OC,14.000,nan,4-2-p-*
Turner 2,274.2958,-18.8242,SGR,OC,7.600,nan,
Collinder 111,99.675,6.9,MON,OC,3.000,nan,
Alessi 16,100.8958,2.1733,MON,OC,0.500,nan,
Dutra Bica 45,266.825,-24.8867,SGR,OC,1.500,nan,
FSR 0734,75.8417,42.4136,AUR,OC,1.300,nan,
NGC 6683,280.5542,-6.2117,SCT,OC,3.000,9.40,
ASCC 117,331.2458,62.27,CEP,OC,42.000,nan,
ASCC 27,103.4708,-4.39,MON,OC,24.000,nan,
FSR 0290,314.7875,50.7794,CYG,OC,4.300,nan,
Dolidze 38,301.425,41.2,CYG,OC,18.000,nan,4-3-r-n
ESO 332 08,253.6792,-40.7083,SCO,OC,10.000,nan,3-3-p-*
Loden 480,179.0,-58.4333,CEN,OC,2.500,nan,
NGC 2306,103.6208,-7.2033,MON,OC,12.000,nan,
ASCC 54,146.1917,-54.44,VEL,OC,26.400,nan,
NGC 3036,147.3167,-62.6717,CAR,OC,4.000,nan,3-2-p-*
Collinder 367,272.4625,-23.8283,SGR,OC,40.000,nan,3-3-m-n
FSR 0422,348.7792,60.8497,CEP,OC,2.000,nan,
ASCC 2,4.9667,55.71,CAS,OC,36.000,nan,
Messier 21,271.0542,-22.49,SGR,OC,14.000,5.90,
Ruprecht 20,111.6792,-28.8167,CMA,OC,5.000,nan,
Czernik 11,39.1458,59.6333,CAS,OC,3.000,nan,4-2-p-n
ESO 456 72,273.1208,-29.5767,SGR,OC,1.400,nan,4-2-p-*
Trumpler 27,264.0833,-33.5167,SCO,OC,6.000,nan,
ESO 494 09,119.8167,-27.585,PUP,OC,3.000,nan,3-3-m-*
FSR 0821,85.4708,29.9047,AUR,OC,9.900,nan,
Hogg 22,251.6542,-47.0833,ARA,OC,3.000,nan,
Dol Dzim 4,83.975,25.95,TAU,OC,12.000,nan,
Dol Dzim 2,80.975,11.4667,ORI,OC,5.000,nan,
FSR 0295,320.6583,49.8775,CYG,OC,3.200,nan,
NGC 6507,269.9583,-17.4506,SGR,OC,13.200,9.60,4-3-m-*
FSR 0251,310.0583,42.9758,CYG,OC,2.700,nan,
NGC 7011,315.4542,47.3533,CYG,OC,4.400,nan,
Basel 13,318.075,46.5667,CYG,OC,10.000,nan,
FSR 0219,303.75,41.1794,CYG,OC,2.100,nan,
FSR 0255,308.9708,44.3253,CYG,OC,0.700,nan,
ESO 064 05,186.1375,-68.4667,MUS,OC,10.000,nan,
ESO 426 26,99.075,-30.8583,CMA,OC,5.000,nan,
Ruprecht 11,106.8375,-20.8,CMA,OC,5.000,nan,3-2-p-*
FSR 0900,91.625,19.2331,ORI,OC,0.600,nan,
FSR 0443,355.8958,59.0872,CAS,OC,1.300,nan,
Ruprecht 104,186.2208,-60.4333,CRU,OC,4.000,nan,3-1-p-*
NGC 6938,308.675,22.215,VUL,OC,7.200,nan,
NGC 6873,301.9333,21.0975,SGE,OC,15.000,nan,
Hogg 23,187.1333,-60.8953,CRU,OC,7.000,nan,4-3-p-*
FSR 0744,74.875,38.0117,AUR,OC,1.600,nan,
Teutsch 79,200.9125,-63.6733,CEN,OC,4.400,nan,
Ruprecht 95,175.9083,-61.1333,CEN,OC,4.000,nan,3-1-m-*
Dolidze 28,276.3708,-14.6558,SCT,OC,11.600,nan,4-1-p-*
Kronberger 55,358.2875,62.7867,CAS,OC,1.100,nan,
Dolidze 24,101.1708,1.6847,MON,OC,18.800,nan,
Ruprecht 168,268.1917,-28.4333,SGR,OC,4.000,nan,4-1-p-*
ESO 518 03,251.7667,-25.8117,SCO,OC,5.000,nan,3-2-p-*
Platais 1,322.5083,48.9767,CYG,OC,10.000,nan,
ESO 099 06,232.45,-64.8633,TRA,OC,8.000,nan,4-3-p-*
NGC 7801,0.0875,50.7417,CAS,OC,8.000,nan,4-3-p-*
NGC 7055,319.875,57.57,CEP,OC,5.000,nan,
Loden 1289,213.525,-57.8667,CEN,OC,4.500,nan,4-3-r-*
FSR 1617,187.1833,-66.5811,MUS,OC,4.300,nan,
NGC 2331,106.7458,27.2617,GEM,OC,14.000,8.50,4-2-m-*
Turner 12,119.5,-29.285,PUP,OC,nan,nan,
Messier 18,274.9917,-17.1017,SGR,OC,5.000,6.90,
FSR 0927,96.0417,18.025,GEM,OC,2.400,nan,
Ruprecht 163,166.2125,-67.95,CAR,OC,2.000,nan,4-1-vp-*
FSR 1065,98.9958,-0.6678,MON,OC,0.600,nan,
Ruprecht 13,106.9625,-25.8697,CMA,OC,4.500,nan,4-2-p-*
Ruprecht 110,211.3583,-67.4667,CIR,OC,18.000,nan,3-2-m-*
FSR 0775,81.3958,34.9575,AUR,OC,6.300,nan,
NGC 6618,275.1958,-16.1717,SGR,OC,25.000,nan,
Ruprecht 69,131.15,-47.6,VEL,OC,2.000,nan,4-1-p-n
FSR 0807,84.1417,31.8556,AUR,OC,8.000,nan,
FSR 0129,291.7333,13.9822,AQL,OC,6.200,nan,
Loden 467,176.375,-62.4333,CEN,OC,4.500,nan,
FSR 0126,290.2875,13.775,AQL,OC,6.200,nan,
NGC 7394,342.5958,52.135,LAC,OC,9.000,nan,
NGC 6858,300.7333,11.2583,AQL,OC,10.000,nan,
Collinder 351,267.25,-28.7358,SGR,OC,8.400,nan,4-2-m-*
Pismis 14,142.4625,-52.7833,VEL,OC,1.500,nan,4-2-p-*
Dolidze 35,291.35,11.6583,AQL,OC,7.000,nan,4-2-p-*
Dolidze 52,275.975,-16.65,SGR,OC,6.000,nan,
FSR 0258,311.2083,43.915,CYG,OC,1.600,nan,
NGC 2609,127.3833,-61.11,CAR,OC,5.000,nan,4-2-p-*
Lynga 13,252.2208,-43.4333,SCO,OC,9.000,nan,3-1-m-*
NGC 6530,271.1292,-24.3583,SGR,OC,14.000,4.60,
Messier 36,84.075,34.14,AUR,OC,10.000,6.00,
Loden 1202,211.1,-58.7,CEN,OC,7.000,nan,4-2-m-*
NGC 6625,275.7083,-11.9617,SCT,OC,15.400,9.00,4-3-m-n
ESO 502 19,167.0292,-26.73,HYA,OC,3.000,nan,4-1-p-*
Ruprecht 118,246.15,-51.9667,NOR,OC,3.000,nan,
Dutra Bica 51,267.3708,-31.2633,SCO,OC,2.200,nan,
Loden 1375,221.075,-63.4167,CIR,OC,12.000,nan,4-2-m-*
NGC 2467,118.1083,-26.4367,PUP,OC,14.000,nan,
NGC 6904,305.45,25.74,VUL,OC,8.000,nan,
Basel 15,318.975,48.85,CYG,OC,6.000,nan,
FSR 0817,84.8625,30.8933,AUR,OC,1.200,nan,
Stock 3,18.075,62.3333,CAS,OC,5.000,nan,4-1-p-*
ESO 260 17,136.2042,-46.0417,VEL,OC,7.000,nan,
NGC 657,25.8375,55.8364,CAS,OC,6.000,nan,
ESO 245 09,28.4292,-45.9533,PHE,OC,14.000,nan,4-2-p-*
Kronberger 13,291.3125,13.945,AQL,OC,1.200,nan,
NGC 6882,302.9458,26.8117,VUL,OC,5.000,nan,
ESO 008 06,223.8,-83.4233,OCT,OC,10.000,nan,4-3-p-*
FSR 1496,145.7583,-52.1244,VEL,OC,1.500,nan,
NGC 6883,302.8292,35.8317,CYG,OC,35.000,8.00,4-2-m-n
Messier 37,88.075,32.5533,AUR,OC,14.000,5.60,
FSR 0090,282.5833,-3.5783,AQL,OC,2.600,nan,
Ruprecht 169,269.8417,-24.7669,SGR,OC,5.200,nan,4-2-p-*
Moitinho 1,124.8208,-45.2083,VEL,OC,3.000,nan,
Collinder 213,148.6792,-50.9167,VEL,OC,17.000,nan,4-2-p-*
ESO 493 03,114.9375,-27.2933,PUP,OC,7.000,nan,3-3-m-*
Messier 52,351.2,61.5933,CAS,OC,15.000,6.90,
ASCC 25,101.3833,24.6,GEM,OC,25.200,nan,
Loden 1256,214.55,-61.4333,CEN,OC,10.000,nan,4-3-m-n
FSR 0656,59.7208,53.6317,CAM,OC,1.500,nan,
ASCC 15,80.6542,36.55,AUR,OC,24.000,nan,
Dolidze 37,300.75,37.6833,CYG,OC,8.000,nan,4-2-p-n
NGC 2270,100.9875,3.4783,MON,OC,14.000,nan,
NGC 1996,84.5417,25.8167,TAU,OC,22.000,nan,
ESO 282 26,288.4667,-42.6483,CRA,OC,15.000,nan,4-3-p-*
Messier 38,82.1667,35.8483,AUR,OC,20.000,6.40,
ESO 313 12,130.9708,-40.2317,VEL,OC,10.000,nan,3-3-p-*
Ruprecht 136,269.825,-24.7,SGR,OC,3.000,nan,4-1-m-*
NGC 6839,298.6375,17.9383,SGE,OC,6.000,nan,4-1-p-*
Loden 2313,235.2042,-52.4333,NOR,OC,21.000,nan,4-1-p-*
FSR 0596,37.4667,58.1103,PER,OC,3.700,nan,
NGC 2026,85.8,20.1333,TAU,OC,16.000,nan,
Dolidze 34,280.475,-4.2769,SCT,OC,4.000,nan,4-1-p-*
ESO 332 22,256.8708,-40.8133,SCO,OC,7.000,nan,
FSR 1714,237.375,-50.6131,NOR,OC,7.200,nan,
FSR 0304,321.1292,51.3394,CYG,OC,8.100,nan,
FSR 0223,304.9167,40.9278,CYG,OC,1.800,nan,
FSR 1080,104.5667,0.865,MON,OC,2.400,nan,
Loden 2045,227.6,-58.7833,CIR,OC,20.000,nan,
FSR 0210,306.6542,37.2811,CYG,OC,4.300,nan,
NGC 6525,270.525,11.0233,OPH,OC,13.000,nan,
FSR 0903,91.8917,19.1128,ORI,OC,1.300,nan,
NGC 2165,92.7667,51.6767,AUR,OC,10.000,12.70,
Dolidze 1,302.4083,36.5058,CYG,OC,8.000,nan,4-2-p-n
NGC 4230,184.3333,-55.1017,CEN,OC,10.000,nan,4-2-p-*
NGC 7127,325.9208,54.63,CYG,OC,5.000,nan,4-1-p-*
FSR 0519,13.125,64.6514,CAS,OC,1.400,nan,
Ruprecht 137,270.0667,-25.2275,SGR,OC,5.600,nan,4-2-m-*
Teutsch 77,178.3125,-62.6094,CEN,OC,7.000,nan,
Wit 2,105.3625,-3.1175,MON,OC,nan,nan,
FSR 1767,263.9292,-36.3578,SCO,OC,1.000,nan,
Basel 12,317.625,46.2333,CYG,OC,4.000,nan,
Collinder 91,95.425,2.3667,MON,OC,13.000,nan,4-2-p-*
FSR 0031,271.6208,-21.3758,SGR,OC,9.600,nan,
FSR 1657,202.5042,-58.7425,CEN,OC,1.400,nan,
Collinder 62,80.7208,41.0808,AUR,OC,35.000,nan,4-3-p-*
ESO 275 01,238.7667,-46.015,NOR,OC,6.000,nan,3-2-vp-*
Loden 991,206.35,-62.0167,CEN,OC,5.000,nan,4-2-p-*
NGC 3446,163.05,-45.1483,VEL,OC,15.000,nan,3-3-p-*
ESO 043 13,256.125,-74.3583,APS,OC,15.000,nan,4-3-p-*
Ruprecht 150,106.4792,-28.4167,CMA,OC,2.000,nan,2-3-p-*
Wit 4,307.6458,44.3153,CYG,OC,nan,nan,
Dolidze 44,307.425,41.7167,CYG,OC,10.000,nan,4-2-p-n
ASCC 57,152.7,-66.68,CAR,OC,45.600,nan,
ASCC 52,141.9917,-54.26,VEL,OC,32.400,nan,
FSR 0307,323.5125,50.7664,CYG,OC,1.200,nan,
NGC 5045,198.5417,-63.39,CEN,OC,45.200,nan,
ESO 139 13,264.4208,-58.13,ARA,OC,5.000,nan,4-3-p-*
Ruprecht 125,262.4083,-40.4667,SCO,OC,20.000,nan,4-2-m-*
ASCC 5,14.4917,55.84,CAS,OC,15.600,nan,
Loden 1225,212.2625,-59.7167,CEN,OC,4.000,nan,4-3-m-*
ASCC 39,113.25,-22.95,PUP,OC,36.000,nan,
ASCC 125,344.0708,62.75,CEP,OC,66.000,nan,
ASCC 80,231.15,-60.14,CIR,OC,30.000,nan,
ASCC 64,165.7667,-60.92,CAR,OC,21.600,nan,
NGC 7772,357.9417,16.2467,PEG,OC,3.000,nan,
FSR 0733,71.2833,39.7756,PER,OC,3.900,nan,
ASCC 102,291.2083,29.95,CYG,OC,21.600,nan,
ASCC 95,274.0208,-25.71,SGR,OC,38.400,nan,
FSR 0522,13.4583,65.7933,CAS,OC,0.700,nan,
Patchick 78,8.2917,65.1167,CAS,OC,1.500,nan,
FSR 0929,96.3833,17.72,GEM,OC,0.800,nan,
Messier 46,115.4417,-14.81,PUP,OC,20.000,6.10,
Collinder 347,266.575,-29.3333,SGR,OC,10.000,nan,
Kronberger 58,305.2,41.2047,CYG,OC,0.200,nan,
FSR 0089,282.1625,-3.5094,AQL,OC,5.000,nan,
Loden 481,177.9458,-61.2833,CEN,OC,26.000,nan,4-3-p-*
NGC 7686,352.5292,49.1333,AND,OC,16.000,5.60,3-2-p-*
Harvard 20,298.275,18.3333,SGE,OC,7.000,nan,
ESO 329 02,231.8833,-41.0533,LUP,OC,8.000,nan,
FSR 0225,310.7208,37.8289,CYG,OC,3.000,nan,
Basel 6,301.7,38.35,CYG,OC,7.000,nan,
FSR 0059,277.2667,-11.9753,SCT,OC,5.400,nan,
NGC 2240,98.2917,35.25,AUR,OC,11.000,nan,
ESO 129 32,176.0375,-61.0817,CEN,OC,4.000,nan,
ESO 137 23,246.1125,-61.7417,TRA,OC,5.000,nan,
FSR 1697,226.675,-56.5328,CIR,OC,1.000,nan,
Stock 13,168.2708,-58.8833,CAR,OC,5.000,nan,
Collinder 240,167.9167,-60.3097,CAR,OC,32.000,nan,
NGC 2479,118.775,-17.71,PUP,OC,10.000,9.60,3-1-m-*
Hogg 16,202.325,-61.2,CEN,OC,6.000,nan,
Dutra Bica 83,88.0208,27.3917,TAU,OC,3.500,nan,
Mayer 2,64.9375,53.1667,CAM,OC,3.000,nan,3-1-p-n
Bica 6,76.5833,39.1639,AUR,OC,7.000,nan,
NGC 110,6.8542,71.3833,CAS,OC,20.000,nan,-1-p-*
ASCC 37,109.5167,-24.48,CMA,OC,19.200,nan,
Biurakan 1,301.875,35.6833,CYG,OC,10.000,nan,4-3-p-n
Stock 11,353.225,55.4833,CAS,OC,10.000,nan,
Messier 26,281.325,-9.3833,SCT,OC,7.000,8.00,
Hogg 6,151.6542,-60.5,CAR,OC,3.000,nan,
FSR 1518,149.8708,-54.5178,VEL,OC,2.700,nan,
ESO 429 13,115.2833,-30.7383,PUP,OC,4.000,nan,4-2-m-*
FSR 1255,110.2208,-19.6475,CMA,OC,2.600,nan,
NGC 7708,354.125,72.85,CEP,OC,24.000,nan,
FSR 1698,230.2417,-59.6278,CIR,OC,4.000,nan,
Ruprecht 51,120.9042,-30.65,PUP,OC,4.000,nan,4-1-m-*
Ruprecht 21,111.7333,-31.1833,PUP,OC,11.000,nan,3-1-m-*
Ruprecht 165,187.1458,-56.4333,CRU,OC,20.000,nan,2-3-m-*
ESO 311 14,117.35,-42.705,PUP,OC,6.000,nan,
NGC 2175,92.4125,20.4867,ORI,OC,22.000,nan,
NGC 2349,107.7,-8.5933,MON,OC,18.000,nan,
Czernik 4,23.9,61.4764,CAS,OC,2.600,nan,4-2-p-*
BH 197,251.625,-45.86,ARA,OC,4.000,nan,4-2-p-*
FSR 0902,94.5792,20.5283,ORI,OC,1.200,nan,
ESO 447 29,219.3625,-29.4117,HYA,OC,12.000,nan,3-3-m-*
ESO 525 08,291.8167,-23.5764,SGR,OC,6.000,nan,
NGC 6595,274.2667,-19.865,SGR,OC,4.000,nan,3-3-m-n
FSR 0236,308.1833,41.4522,CYG,OC,3.900,nan,
ESO 137 43,252.1042,-61.76,ARA,OC,6.000,nan,
NGC 2483,118.9125,-27.895,PUP,OC,7.000,7.60,
Reiland 1,346.1875,60.0778,CEP,OC,1.000,nan,
Dol Dzim 10,301.45,40.5333,CYG,OC,2.500,nan,
ESO 429 02,113.35,-28.1875,PUP,OC,3.000,nan,4-3-p-*
Turner 1,297.1042,27.2931,VUL,OC,4.000,nan,
Barkhatova 2,325.9083,51.0714,CYG,OC,5.000,nan,
FSR 0319,326.65,51.4117,CYG,OC,2.400,nan,
Basel 7,99.15,8.35,MON,OC,5.000,nan,
NGC 7071,321.6625,47.92,CYG,OC,8.000,nan,4-3-p-*
ESO 332 20,256.2292,-38.32,SCO,OC,7.000,nan,4-2-p-*
Kronberger 73,303.4458,36.7486,CYG,OC,1.200,nan,
NGC 6604,274.5125,-12.2417,SER,OC,5.000,6.50,
BH 231,262.9833,-31.91,SCO,OC,2.000,nan,
ASCC 3,7.7875,55.28,CAS,OC,25.200,nan,
ASCC 61,161.5333,-56.86,VEL,OC,38.400,nan,
FSR 0717,71.525,42.1342,PER,OC,2.100,nan,
Ruprecht 53,122.725,-27.0,PUP,OC,5.000,nan,4-2-p-*
Loden 694,193.2542,-60.7667,CRU,OC,23.000,nan,
Stock 6,35.925,63.8667,CAS,OC,14.000,nan,3-2-p-*
Ruprecht 159,140.075,-60.4,CAR,OC,2.000,nan,2-3-p-*
NGC 6856,299.8208,56.13,CYG,OC,3.200,nan,3-2-p-*
FSR 1202,106.8583,-12.7983,CMA,OC,4.500,nan,
ESO 139 54,271.1708,-58.5233,PAV,OC,6.000,nan,4-3-p-*
FSR 1227,112.9708,-13.86,PUP,OC,0.400,nan,
FSR 0314,321.95,53.7492,CYG,OC,1.000,nan,
Dolidze 19,80.925,8.1833,ORI,OC,23.000,nan,4-1-p-*
ESO 260 06,131.5625,-47.6983,VEL,OC,2.000,nan,3-2-p-*
FSR 0160,296.1833,26.91,VUL,OC,2.200,nan,
BH 214,256.425,-36.6667,SCO,OC,5.000,nan,4-2-p-*
FSR 0451,357.8167,60.8472,CAS,OC,1.900,nan,
FSR 0288,317.0333,49.0019,CYG,OC,3.100,nan,
FSR 0952,92.5625,13.0131,ORI,OC,1.500,nan,
Ruprecht 142,278.0458,-12.2297,SCT,OC,6.600,nan,4-1-p-*
Bica 5,175.3917,-62.4181,CEN,OC,3.000,nan,
FSR 0655,59.0583,53.865,CAM,OC,1.400,nan,
ESO 021 06,213.9667,-78.5033,APS,OC,9.000,nan,4-3-m-*
Hogg 20,251.125,-47.6333,ARA,OC,4.000,nan,3-1-p-*
NGC 6832,297.0625,59.4217,CYG,OC,24.000,nan,
NGC 2352,108.2708,-24.0383,CMA,OC,6.000,nan,
FSR 1077,100.4833,-0.8967,MON,OC,2.500,nan,
ESO 309 03,102.6625,-42.39,PUP,OC,6.000,nan,4-2-vp-*
Loden 1282,213.975,-59.1333,CEN,OC,3.500,nan,4-1-m-*
FSR 0261,313.45,43.1097,CYG,OC,2.000,nan,
Kronberger 74,304.4875,36.7603,CYG,OC,1.100,nan,
NGC 7037,317.725,33.7633,CYG,OC,5.000,nan,
BH 88,151.625,-51.5667,VEL,OC,4.000,nan,3-1-p-*
Kronberger 12,93.5625,22.4978,GEM,OC,1.400,nan,
Hogg 2,147.8833,-56.3167,VEL,OC,6.000,nan,4-2-p-*
Chupina 1,132.5292,11.945,CNC,OC,5.000,nan,
NGC 7093,323.5875,45.965,CYG,OC,13.000,nan,
ESO 427 32,106.5583,-30.1667,CMA,OC,10.000,nan,2-2-m-*
FSR 0956,93.1042,13.0072,ORI,OC,1.600,nan,
ESO 141 47,289.5125,-57.9033,PAV,OC,7.000,nan,
ESO 315 14,143.8542,-39.5333,ANT,OC,3.000,nan,2-3-vp-*
FSR 0245,309.5208,42.2311,CYG,OC,1.200,nan,
ESO 277 04,250.1042,-43.7417,SCO,OC,1.500,nan,
ESO 129 19,170.2958,-58.2317,CEN,OC,5.000,nan,
FSR 1029,103.5167,6.7275,MON,OC,1.200,nan,
IC 2944,174.5833,-63.3728,CEN,OC,65.000,nan,
NGC 2250,98.4458,-5.0883,MON,OC,4.000,8.90,4-2-p-*
Bica 2,308.3125,41.3125,CYG,OC,5.000,nan,
Bica 1,308.2917,41.2186,CYG,OC,3.000,nan,
ESO 521 38,272.3542,-24.53,SGR,OC,3.000,nan,4-2-vp-
FSR 0756,66.0542,29.7039,TAU,OC,4.200,nan,
FSR 0413,345.25,62.8939,CEP,OC,2.400,nan,
NGC 2338,106.9458,-5.72,MON,OC,7.000,nan,
Turner 7,218.1375,-56.8867,CEN,OC,13.000,nan,
FSR 0325,327.6708,51.3747,CYG,OC,1.800,nan,
Ruprecht 141,277.825,-12.3167,SCT,OC,16.000,nan,4-1-p-*
SAI 48,81.0708,33.5006,AUR,OC,4.000,nan,
Antalova 4,263.1625,-32.9567,SCO,OC,3.500,nan,
Ruprecht 173,310.45,35.55,CYG,OC,39.000,nan,2-2-p-*
FSR 0714,70.6917,41.9219,PER,OC,2.600,nan,
ESO 435 48,152.3958,-28.3583,ANT,OC,4.000,nan,
Loden 1373,220.45,-62.8667,CEN,OC,18.000,nan,
Ruprecht 49,120.8125,-26.7667,PUP,OC,2.000,nan,
FSR 1605,181.9667,-65.1939,MUS,OC,2.800,nan,
ESO 456 05,268.2583,-29.8933,SGR,OC,0.800,nan,
ESO 432 03,130.7208,-27.8733,PYX,OC,8.000,nan,4-3-p-*
Ruprecht 5,103.8083,-18.6,CMA,OC,2.000,nan,4-1-p-*
FSR 0849,87.8042,25.7717,TAU,OC,0.800,nan,
ESO 332 11,254.0042,-40.78,SCO,OC,3.000,nan,
Patchick 89,299.8875,49.3139,CYG,OC,1.400,nan,
FSR 0486,5.0875,59.3181,CAS,OC,2.500,nan,
SAI 21,38.6875,62.5728,CAS,OC,3.000,nan,
FSR 0322,327.55,51.2111,CYG,OC,3.800,nan,
ESO 314 14,139.9208,-38.1167,VEL,OC,10.000,nan,
Ruprecht 2,100.2542,-29.55,CMA,OC,3.000,nan,4-2-p-*
Loden 2115,226.925,-54.5,LUP,OC,20.000,nan,
Ruprecht 87,153.8833,-50.7167,VEL,OC,4.000,nan,4-2-p-*
Messier 11,282.7708,-6.27,SCT,OC,32.000,5.80,
BH 106,163.175,-54.2333,VEL,OC,3.000,nan,2-2-p-*
FSR 0842,83.5917,25.5956,TAU,OC,1.200,nan,
NGC 2351,108.3792,-10.4867,MON,OC,10.000,nan,
NGC 6847,299.1542,30.2133,CYG,OC,20.000,nan,4-3-r-n
Carraro 1,159.25,-58.7333,CAR,OC,4.000,nan,
OCl 374,107.55,75.2033,CAM,OC,4.500,nan,
Loden 165,158.9833,-58.7367,CAR,OC,11.000,nan,
FSR 0101,282.3083,2.7683,SER,OC,2.800,nan,
Turner 11,310.85,35.5883,CYG,OC,8.200,nan,
NGC 2364,110.1917,-7.55,MON,OC,13.000,nan,
Hogg 1,145.1375,-50.5833,VEL,OC,6.000,nan,4-1-p-*
NGC 7175,329.6917,54.8183,CYG,OC,32.000,nan,
Dolidze 33,280.325,-4.3603,SCT,OC,9.000,nan,3-2-m-*
FSR 0317,323.1542,53.7633,CYG,OC,3.900,nan,
Harvard 21,358.525,61.7667,CAS,OC,3.000,nan,
Loden 280,167.425,-59.1,CAR,OC,4.000,nan,
FSR 0316,325.2167,52.3069,CYG,OC,1.000,nan,
NGC 6843,299.025,12.1633,AQL,OC,5.000,nan,
Ruprecht 114,241.5833,-56.8667,NOR,OC,14.000,nan,4-1-m-*
Collinder 275,203.6625,-60.2,CEN,OC,11.000,nan,3-3-p-*
Kronberger 60,91.0417,31.4956,AUR,OC,1.600,nan,
vdBergh 152,333.375,70.25,CEP,OC,25.000,nan,3-3-p-n
FSR 1443,129.8583,-47.3569,VEL,OC,2.700,nan,
NGC 6840,298.825,12.1267,AQL,OC,6.000,nan,
Teutsch 25,117.1125,-27.9142,PUP,OC,5.000,nan,
ESO 062 08,155.4125,-69.335,CAR,OC,5.000,nan,
NGC 2260,99.5125,-1.4733,MON,OC,20.000,nan,
Kharchenko 2,275.5708,-14.59,SCT,OC,2.800,nan,
Pismis 24,261.1792,-34.2064,SCO,OC,2.000,nan,
ESO 337 23,289.8042,-37.6217,SGR,OC,5.000,nan,
FSR 0441,355.5375,58.5525,CAS,OC,2.100,nan,
ASCC 7,29.7292,58.97,CAS,OC,30.000,nan,
ASCC 17,81.3,30.17,AUR,OC,30.000,nan,
Frolov 1,359.35,61.6333,CAS,OC,4.000,nan,
Loden 306,166.5333,-61.1,CAR,OC,26.000,nan,
Hogg 12,168.2542,-60.7833,CAR,OC,4.000,nan,3-2-p-*
Ruprecht 120,248.7917,-48.2833,ARA,OC,3.000,nan,
Collinder 471,331.775,72.0,CEP,OC,130.000,nan,-2-p-*
FSR 0584,36.7958,61.6278,CAS,OC,2.000,nan,
NGC 2219,95.9333,-4.6767,MON,OC,7.000,nan,
Basel 20,142.7833,-56.4167,VEL,OC,10.000,nan,
IRAS 17301 2917,263.3417,-29.1783,OPH,OC,nan,nan,
Collinder 104,99.125,4.8167,MON,OC,20.000,nan,4-2-p-n
Bochum 10,160.55,-59.1333,CAR,OC,20.000,nan,
FSR 1053,99.9833,1.5467,MON,OC,1.600,nan,
ESO 445 74,208.6625,-31.9583,CEN,OC,2.500,nan,3-2-vp-*
